RegionName,Date,Zhvi,Year,Month
60639,2000-07-31,98888.66325535552,2000,7
60647,2000-07-31,222650.67921676417,2000,7
60632,2000-07-31,105057.2295883448,2000,7
60617,2000-07-31,63796.09806300673,2000,7
60608,2000-07-31,160543.8253923389,2000,7
60625,2000-07-31,162635.16832742444,2000,7
60623,2000-07-31,89423.51602075466,2000,7
60634,2000-07-31,145447.34865881086,2000,7
60657,2000-07-31,278216.06048503885,2000,7
60614,2000-07-31,365937.9133188574,2000,7
60620,2000-07-31,66072.51344426848,2000,7
60641,2000-07-31,153498.57863193497,2000,7
60640,2000-07-31,147797.89057123804,2000,7
60628,2000-07-31,59779.13752007204,2000,7
60609,2000-07-31,112893.92620401234,2000,7
60651,2000-07-31,83834.6882137938,2000,7
60619,2000-07-31,65710.8668783392,2000,7
60638,2000-07-31,127575.45018128472,2000,7
60630,2000-07-31,161155.51594514036,2000,7
60622,2000-07-31,294057.421468668,2000,7
60626,2000-07-31,93773.2886167754,2000,7
60613,2000-07-31,180965.2673647405,2000,7
60649,2000-07-31,85633.61760709697,2000,7
60616,2000-07-31,194925.07070897752,2000,7
60643,2000-07-31,133853.16414112726,2000,7
60645,2000-07-31,114693.32396782254,2000,7
60644,2000-07-31,71676.35010658759,2000,7
60637,2000-07-31,174056.89468914515,2000,7
60659,2000-07-31,138682.04672484228,2000,7
60660,2000-07-31,113966.88167692204,2000,7
60707,2000-07-31,140172.15335804148,2000,7
60652,2000-07-31,102811.7875635386,2000,7
60610,2000-07-31,239654.5718414554,2000,7
60615,2000-07-31,134041.1568185635,2000,7
60624,2000-07-31,104912.40350351534,2000,7
60611,2000-07-31,270324.35872262315,2000,7
60653,2000-07-31,179350.44105891735,2000,7
60612,2000-07-31,204398.8323575634,2000,7
60631,2000-07-31,195412.9607553171,2000,7
60636,2000-07-31,41072.78861317853,2000,7
60607,2000-07-31,259403.1590826032,2000,7
60646,2000-07-31,240077.4247678297,2000,7
60655,2000-07-31,137367.62166407783,2000,7
60605,2000-07-31,253359.65971437583,2000,7
60621,2000-07-31,50774.88912007138,2000,7
60642,2000-07-31,287204.3202749235,2000,7
60656,2000-07-31,149348.34229304243,2000,7
60654,2000-07-31,265568.37387057365,2000,7
60601,2000-07-31,251587.1724596483,2000,7
60633,2000-07-31,64189.98136847349,2000,7
60661,2000-07-31,255294.39390461496,2000,7
60606,2000-07-31,244829.311579442,2000,7
60602,2000-07-31,309879.5112110004,2000,7
60603,2000-07-31,,2000,7
60604,2000-07-31,,2000,7
60629,2000-08-31,97402.7475684731,2000,8
60618,2000-08-31,227908.63623003996,2000,8
60639,2000-08-31,100296.51327264006,2000,8
60647,2000-08-31,226551.71397312568,2000,8
60632,2000-08-31,106187.69095417437,2000,8
60617,2000-08-31,64255.468673928786,2000,8
60608,2000-08-31,163557.2470731747,2000,8
60625,2000-08-31,165072.45775024474,2000,8
60623,2000-08-31,89969.65110760194,2000,8
60634,2000-08-31,147355.43556783965,2000,8
60657,2000-08-31,281680.8249103538,2000,8
60614,2000-08-31,369867.11253155983,2000,8
60620,2000-08-31,66659.82772137104,2000,8
60641,2000-08-31,155520.3202583828,2000,8
60640,2000-08-31,149868.1107783064,2000,8
60628,2000-08-31,60159.99214208108,2000,8
60609,2000-08-31,114371.60601294375,2000,8
60651,2000-08-31,84911.20147400639,2000,8
60619,2000-08-31,66546.9800061255,2000,8
60638,2000-08-31,128585.36508037517,2000,8
60630,2000-08-31,163668.36512203343,2000,8
60622,2000-08-31,298402.2104204004,2000,8
60626,2000-08-31,95113.3641924866,2000,8
60613,2000-08-31,183350.19572721483,2000,8
60649,2000-08-31,86773.01498423518,2000,8
60616,2000-08-31,198516.92629431863,2000,8
60643,2000-08-31,135076.73330570557,2000,8
60645,2000-08-31,116090.216571462,2000,8
60644,2000-08-31,72743.86568269708,2000,8
60637,2000-08-31,176205.9093269862,2000,8
60659,2000-08-31,140957.2355783065,2000,8
60660,2000-08-31,115684.5806558535,2000,8
60707,2000-08-31,141632.9536929021,2000,8
60652,2000-08-31,103848.3847524951,2000,8
60610,2000-08-31,242924.76055381648,2000,8
60615,2000-08-31,135207.16394898135,2000,8
60624,2000-08-31,106881.60032014771,2000,8
60611,2000-08-31,273693.3228394321,2000,8
60653,2000-08-31,181464.51369981616,2000,8
60612,2000-08-31,209246.67507737433,2000,8
60631,2000-08-31,197457.06448992869,2000,8
60636,2000-08-31,41698.45189642475,2000,8
60607,2000-08-31,262872.2841275295,2000,8
60646,2000-08-31,242489.43578879943,2000,8
60655,2000-08-31,138109.7795893402,2000,8
60605,2000-08-31,257246.63244561525,2000,8
60621,2000-08-31,51851.124474638986,2000,8
60642,2000-08-31,291280.442101904,2000,8
60656,2000-08-31,150929.82422715932,2000,8
60654,2000-08-31,270232.6282747981,2000,8
60601,2000-08-31,255163.7145905031,2000,8
60633,2000-08-31,64785.77448724016,2000,8
60661,2000-08-31,258919.79665596675,2000,8
60606,2000-08-31,247372.52785071052,2000,8
60602,2000-08-31,313979.5145801062,2000,8
60603,2000-08-31,,2000,8
60604,2000-08-31,,2000,8
60629,2000-09-30,98388.4433112678,2000,9
60618,2000-09-30,231423.06408557648,2000,9
60639,2000-09-30,101890.50965776916,2000,9
60647,2000-09-30,230718.80477106324,2000,9
